Country Name,Indicator Name,Year,Value
Arab World,"Children out of school, female (% of female primary school age)",2011,15.53827
Arab World,"Children out of school, female (% of female primary school age)",2012,16.41916
Arab World,"Children out of school, female (% of female primary school age)",2013,16.25286
Arab World,"Children out of school, female (% of female primary school age)",2014,16.36055
Arab World,"Children out of school, female (% of female primary school age)",2015,15.73791
Arab World,"Children out of school, female (% of female primary school age)",2016,15.57014
Arab World,"Children out of school, female (% of female primary school age)",2017,15.29095
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,10.58292343
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,11.41401826
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,11.22192292
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,10.68383721
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,10.18164848
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,9.897996841
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,9.868234931
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,9.482512503
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,9.116001878
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,8.715452474
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,8.498734107
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,8.220750154
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,8.51329303
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,8.540862989
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,8.651244774
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,8.537949737
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,8.507437414
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,8.319322882
Arab World,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,8.154306129
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,24.04100037
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,22.52599907
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,24.11599922
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,25.65699959
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,25.47599983
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,26.92000008
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,27.49699974
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,27.17300034
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,25.88500023
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,24.49600029
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,24.93199921
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,24.11000061
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,23.7670002
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,23.08600044
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,22.86499977
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2015,22.46800041
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2016,22.1420002
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2017,21.12100029
Argentina,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2018,20.48900032
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2000,28.0156
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2001,26.4591
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2002,30.7393
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2003,30.7393
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2004,30.7393
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2005,33.7255
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2006,36.1868
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2007,35.0195
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2008,40
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2009,40
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2010,38.5214
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2011,38.5214
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2012,37.3541
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2013,37.3541
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2014,36.5759
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2015,36.1868
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2016,35.7977
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2017,38.9105
Argentina,Proportion of seats held by women in national parliaments (% of total number of seats),2018,38.9105
Argentina,Proportion of women in managerial positions (%),2000,27.4
Argentina,Proportion of women in managerial positions (%),2001,27.2
Argentina,Proportion of women in managerial positions (%),2002,25.8
Argentina,Proportion of women in managerial positions (%),2003,29
Argentina,Proportion of women in managerial positions (%),2004,27.4
Argentina,Proportion of women in managerial positions (%),2005,26.4
Argentina,Proportion of women in managerial positions (%),2006,27.8
Argentina,Proportion of women in managerial positions (%),2008,27.9
Argentina,Proportion of women in managerial positions (%),2009,32.4
Argentina,Proportion of women in managerial positions (%),2010,29.9
Argentina,Proportion of women in managerial positions (%),2011,28
Argentina,Proportion of women in managerial positions (%),2012,30.4
Argentina,Proportion of women in managerial positions (%),2013,30.3
Argentina,Proportion of women in managerial positions (%),2014,30.6
Argentina,Proportion of women in managerial positions (%),2017,30.9
Armenia,"Children out of school, female (% of female primary school age)",2001,12.27081
Armenia,"Children out of school, female (% of female primary school age)",2002,14.22189
Armenia,"Children out of school, female (% of female primary school age)",2004,10.30208
Armenia,"Children out of school, female (% of female primary school age)",2005,6.64804
Armenia,"Children out of school, female (% of female primary school age)",2006,1.60431
Armenia,"Children out of school, female (% of female primary school age)",2010,4.23833
Armenia,"Children out of school, female (% of female primary school age)",2011,3.11879
Armenia,"Children out of school, female (% of female primary school age)",2012,3.05812
Armenia,"Children out of school, female (% of female primary school age)",2013,5.52437
Armenia,"Children out of school, female (% of female primary school age)",2014,6.37089
Armenia,"Children out of school, female (% of female primary school age)",2015,7.23522
Armenia,"Children out of school, female (% of female primary school age)",2016,7.73758
Armenia,"Children out of school, female (% of female primary school age)",2017,6.95481
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2000,21.74699974
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2001,21.91600037
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2002,22.19099998
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2003,22.47100067
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2004,22.91200066
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2005,23.41200066
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2006,23.97400093
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2007,19.19199944
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2008,15.12899971
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2009,14.9289999
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2010,17.55400085
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2011,18.04500008
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2012,19.24900055
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2013,18.42700005
Armenia,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",2014,22.62599945
